dataSet,rows_,columns_,nonzeros_,sputnik,Sputnik_gflops,rode,ours_gflops
net50, 16321, 16321, 480760, 1.367322, 22.502855, 0.029555,1041.056786
net75, 23121, 23121, 756160, 2.729946, 17.727181, 0.043901,1102.354405
netherlands_osm, 2216689, 2216689, 2441238, 0.000554, 282224.057527, 0.489274,319.328967
nh2010, 48838, 48838, 117275, 12.090742, 0.620772, 0.019130,392.355310
NLR, 4163764, 4163764, 12487976, 0.000640, 1248797.631547, 1.383408,577.725789
NotreDame_www, 325730, 325730, 929849, 536.659302, 0.110890, 0.097267,611.823275
nv2010, 84539, 84539, 208499, 36.179710, 0.368824, 0.029846,447.086952
ohne2, 181344, 181344, 11063545, 166.690521, 4.247793, 0.771414,917.881309
oilpan, 73753, 73753, 1835470, 27.577866, 4.259578, 0.133178,882.055826
olafu, 16147, 16147, 515651, 1.339597, 24.635519, 0.049075,672.471294
onetone2, 36058, 36058, 227628, 6.600198, 2.207235, 0.023466,620.831840
OPF_10000, 43888, 43888, 255799, 9.771130, 1.675460, 0.028845,567.559340
opt1, 15450, 15450, 973052, 1.237901, 50.307203, 0.056886,1094.731418
p2p-Gnutella31, 62587, 62587, 147892, 19.823202, 0.477475, 0.022112,428.052099
parabolic_fem, 525826, 525826, 2100225, 1398.581543, 0.096108, 0.187309,717.608569
patents, 3774769, 3774769, 14970767, 0.000586, 1636149.430482, 1.324410,723.438657
pattern1, 19243, 19243, 4671337, 1.974416, 151.419748, 0.116419,2568.009211
pcrystk02, 13966, 13966, 491274, 1.007290, 31.213998, 0.046544,675.522853
pcrystk03, 24697, 24697, 887937, 3.118314, 18.223943, 0.072269,786.341637
pct20stif, 52330, 52330, 1375396, 13.904966, 6.330497, 0.101734,865.246605
pdb1HYS, 36418, 36418, 2190591, 6.782237, 20.671326, 0.132243,1060.151445
pds10, 16559, 16559, 83108, 1.399008, 3.801917, 0.018170,292.736883
PFlow_742, 742794, 742794, 18940627, 2791.062744, 0.434315, 1.394419,869.322607
pkustk01, 22045, 22045, 500712, 2.480298, 12.920049, 0.036618,875.141112
pkustk02, 10801, 10801, 410400, 0.604806, 43.428110, 0.030202,869.675808
pkustk03, 63337, 63337, 1596876, 20.359438, 5.019788, 0.120314,849.447334
pkustk04, 55591, 55591, 2137125, 15.700575, 8.711528, 0.102218,1338.086556
pkustk05, 37165, 37165, 1121154, 7.031034, 10.205307, 0.068877,1041.771002
pkustk06, 43165, 43165, 1307466, 9.472496, 8.833767, 0.079626,1050.890962
pkustk07, 16861, 16861, 1217832, 1.470064, 53.018950, 0.052794,1476.339001
pkustk08, 22210, 22210, 1624440, 2.544186, 40.863433, 0.068810,1510.896183
pkustk09, 33961, 33961, 808800, 5.870490, 8.817527, 0.065488,790.422688
pkustk10, 80677, 80677, 2194830, 33.016045, 4.254572, 0.174416,805.368289
pkustk11, 87805, 87805, 2652858, 39.095066, 4.342822, 0.175024,970.055050
pkustk12, 94654, 94654, 3803485, 45.428528, 5.358374, 0.200502,1214.065494
pkustk13, 94894, 94894, 3355860, 45.673107, 4.702440, 0.218179,984.397403
pkustk14, 151927, 151927, 7494215, 117.005264, 4.099215, 0.445786,1075.920220
pli, 22696, 22696, 686502, 2.632819, 16.687864, 0.052736,833.133460
PR02R, 161071, 161071, 8185136, 131.539261, 3.982451, 0.560906,933.933811
Pres_Poisson, 14823, 14823, 365313, 1.128659, 20.714874, 0.028669,815.521822
pwtk, 217919, 217919, 5926171, 240.384964, 1.577781, 0.326048,1163.248824
qa8fk, 66128, 66128, 863353, 22.161526, 2.493267, 0.044589,1239.203352
qa8fm, 66128, 66128, 863353, 22.161337, 2.493288, 0.045037,1226.876545
raefsky3, 21201, 21201, 1488768, 2.317555, 41.112786, 0.081315,1171.750795
raefsky4, 19780, 19780, 674195, 2.006234, 21.507206, 0.055955,771.125453
rajat15, 37262, 37262, 443573, 7.051347, 4.025993, 0.030205,939.872875
rajat22, 39900, 39900, 197264, 8.074195, 1.563610, 0.024198,521.724423
rajat26, 51033, 51033, 249302, 13.201159, 1.208631, 0.025325,630.027784
rajat29, 643995, 643995, 4866270, 2097.650879, 0.148471, 0.311622,999.418768
rajat30, 643995, 643995, 6175377, 2097.723877, 0.188406, 0.368627,1072.151317
ramage02, 16831, 16831, 1441591, 1.472346, 62.663156, 0.071584,1288.861007
Reuters911, 13333, 13333, 148038, 0.908605, 10.427451, 0.017277,548.390453
rgg_n_2_15_s0, 32769, 32769, 160240, 5.456176, 1.879587, 0.018032,568.731161
rgg_n_2_22_s0, 4194305, 4194305, 30359198, 0.000653, 2976392.014743, 1.848134,1051.324324
ri2010, 25182, 25182, 62875, 3.221373, 1.249157, 0.015139,265.800046
rim, 22561, 22561, 1014951, 2.610394, 24.883935, 0.067766,958.540895
RM07R, 381690, 381690, 37464962, 738.006714, 3.248965, 1.527222,1570.012004
rma10, 46836, 46836, 2374001, 11.166048, 13.606969, 0.150058,1012.518273
roadNet-CA, 1971282, 1971282, 5533206, 19651.238281, 0.018021, 0.602531,587.729212
roadNet-PA, 1090921, 1090921, 3083788, 6018.764160, 0.032791, 0.334803,589.487891
roadNet-TX, 1393384, 1393384, 3843312, 9818.589844, 0.025052, 0.421098,584.121023
s3dkq4m2, 90450, 90450, 2455670, 41.453899, 3.791269, 0.125686,1250.436690
s3dkt3m2, 90450, 90450, 1921955, 41.450787, 2.967498, 0.089942,1367.598794
s4dkt3m2, 90450, 90450, 1921955, 41.455276, 2.967176, 0.094720,1298.618243
Serena, 1391350, 1391350, 32961525, 9791.666016, 0.215442, 1.923142,1096.922185
shermanACb, 18511, 18511, 145149, 1.747382, 5.316258, 0.016525,562.157220
ship_001, 34921, 34921, 2339575, 6.243715, 23.981363, 0.134182,1115.889967
ship_003, 121729, 121729, 4103881, 75.117233, 3.496513, 0.304666,862.087460
shipsec1, 140875, 140875, 3977139, 100.523605, 2.532111, 0.269549,944.307295
shipsec5, 179861, 179861, 5146478, 163.805038, 2.010772, 0.341738,963.823085
shipsec8, 114920, 114920, 3384159, 66.921066, 3.236442, 0.244893,884.412141
Si10H16, 17078, 17078, 446500, 1.490912, 19.166792, 0.024538,1164.580046
Si34H36, 97570, 97570, 2626974, 48.250153, 3.484473, 0.109299,1538.221176
Si41Ge41H72, 185640, 185640, 7598452, 174.530731, 2.786334, 0.257914,1885.518824
Si5H12, 19897, 19897, 379247, 2.019674, 12.017689, 0.025949,935.373091
Si87H76, 240370, 240370, 5451000, 292.402130, 1.193097, 0.240976,1447.712636
sinc15, 11533, 11533, 568526, 0.688006, 52.885647, 0.045629,797.427572
SiO, 33402, 33402, 675528, 5.667696, 7.628107, 0.033242,1300.593000
SiO2, 155332, 155332, 5719417, 122.161423, 2.996385, 0.180730,2025.360983
skirt, 12599, 12599, 104559, 0.813850, 8.222374, 0.014813,451.756310
smallworld, 100001, 100001, 499998, 50.641876, 0.631886, 0.036442,878.113796
sme3Dc, 42931, 42931, 3148656, 9.417354, 21.398154, 0.187347,1075.617819
smt, 25711, 25711, 1889447, 3.399059, 35.575904, 0.099523,1215.039405
soc-LiveJournal1, 4847572, 4847572, 68993773, 0.000560, 7885002.909722, 5.633613,783.795694
soc-sign-Slashdot090221, 82145, 82145, 549202, 34.165817, 1.028775, 0.037149,946.165893
sparsine, 50001, 50001, 799494, 12.685164, 4.033658, 0.048547,1053.976680
srb1, 54925, 54925, 1508538, 15.314367, 6.304304, 0.094534,1021.283627
Stanford, 281904, 281904, 2312497, 402.039490, 0.368123, 0.150899,980.785930
std1_Jac2, 21983, 21983, 1248731, 2.465062, 32.420594, 0.039626,2016.847292
std1_Jac3, 21983, 21983, 1455848, 2.466419, 37.777143, 0.045398,2052.369105
stokes128, 49667, 49667, 295938, 12.511495, 1.513811, 0.022022,860.034901
stokes64, 12547, 12547, 74242, 0.807728, 5.882535, 0.009549,497.600552
struct3, 53571, 53571, 613632, 14.555658, 2.698088, 0.034358,1143.023187
t2dah, 11446, 11446, 93781, 0.672595, 8.923620, 0.009878,607.586656
t2dah_a, 11446, 11446, 93781, 0.672842, 8.920352, 0.009939,603.869948
t2dah_e, 11446, 11446, 93781, 0.672851, 8.920225, 0.010662,562.911166
t3dh, 79172, 79172, 2215638, 31.788868, 4.460707, 0.161904,875.832783
t3dh_a, 79172, 79172, 2215638, 31.789495, 4.460619, 0.162080,874.881728
t3dh_e, 79172, 79172, 2215638, 31.791351, 4.460359, 0.162093,874.812624
t3dl, 20361, 20361, 265113, 2.115319, 8.021124, 0.020096,844.308937
t3dl_a, 20361, 20361, 265113, 2.115216, 8.021512, 0.020096,844.308937
tandem_vtx, 18455, 18455, 135902, 1.736784, 5.007950, 0.017734,490.443899
ted_A, 10606, 10606, 424587, 0.583718, 46.552530, 0.031350,866.769390
ted_AB, 10606, 10606, 522387, 0.584826, 57.167072, 0.030166,1108.278369
ted_AB_unscaled, 10606, 10606, 522387, 0.584707, 57.178648, 0.030451,1097.913010
ted_A_unscaled, 10606, 10606, 424587, 0.583702, 46.553804, 0.032342,840.184001
ted_B_unscaled, 10606, 10606, 77592, 0.578051, 8.590741, 0.014426,344.241359
thread, 29737, 29737, 2249892, 4.540118, 31.715712, 0.101094,1424.342859
tmt_sym, 726714, 726714, 2903837, 2670.973145, 0.069580, 0.229773,808.823164
torso1, 116159, 116159, 8516500, 68.310890, 7.979050, 0.198778,2742.039288
transient, 178867, 178867, 961790, 161.898468, 0.380205, 0.067885,906.750222
trdheim, 22099, 22099, 978711, 2.503565, 25.019326, 0.065811,951.775762
Trefethen_20000, 20001, 20001, 287233, 2.042218, 9.001446, 0.019085,963.222705
Trefethen_20000b, 20000, 20000, 287217, 2.038592, 9.016953, 0.019155,959.629143
troll, 213454, 213454, 6099282, 230.674286, 1.692230, 0.393174,992.826690
TSOPF_FS_b162_c1, 10799, 10799, 305732, 0.601683, 32.520184, 0.023130,845.965679
TSOPF_FS_b162_c3, 30799, 30799, 904612, 4.828541, 11.990200, 0.054960,1053.405521
TSOPF_FS_b162_c4, 40799, 40799, 1204322, 8.453690, 9.117511, 0.073296,1051.580025
TSOPF_FS_b300, 29215, 29215, 2203949, 4.372515, 32.258948, 0.072237,1952.643744
TSOPF_FS_b300_c1, 29215, 29215, 2203949, 4.372208, 32.261213, 0.072349,1949.621020
TSOPF_FS_b300_c2, 56815, 56815, 4391071, 16.459581, 17.073858, 0.156310,1797.887652
TSOPF_FS_b300_c3, 84415, 84415, 6578753, 36.230484, 11.621158, 0.243453,1729.452989
TSOPF_FS_b39_c19, 76217, 76217, 998359, 29.425558, 2.171411, 0.079306,805.680495
TSOPF_FS_b39_c30, 120217, 120217, 1575639, 73.165245, 1.378262, 0.130080,775.222161
TSOPF_FS_b39_c7, 28217, 28217, 368599, 4.047309, 5.828648, 0.029984,786.764132
TSOPF_FS_b9_c6, 14455, 14455, 75801, 1.065328, 4.553775, 0.010749,451.330758
TSOPF_RS_b162_c3, 15375, 15375, 610299, 1.218451, 32.056381, 0.034634,1127.781553
TSOPF_RS_b162_c4, 20375, 20375, 812749, 2.126333, 24.462744, 0.043968,1183.040730
TSOPF_RS_b2052_c1, 25627, 25627, 6761100, 3.500329, 123.619902, 0.190278,2274.091028
TSOPF_RS_b2383, 38121, 38121, 16171169, 7.801101, 132.667790, 0.349139,2964.304342
TSOPF_RS_b2383_c1, 38121, 38121, 16171169, 7.801773, 132.656360, 0.348787,2967.295962
TSOPF_RS_b300_c1, 14539, 14539, 1474325, 1.110432, 84.973059, 0.043069,2190.838876
TSOPF_RS_b300_c2, 28339, 28339, 2943887, 4.142755, 45.479098, 0.086448,2179.446187
TSOPF_RS_b300_c3, 42139, 42139, 4413449, 9.110608, 31.003500, 0.135408,2085.997459
TSOPF_RS_b39_c19, 38099, 38099, 684206, 7.368295, 5.942920, 0.065488,668.659676
TSOPF_RS_b39_c30, 60099, 60099, 1079986, 18.312742, 3.774372, 0.108333,638.025634
TSOPF_RS_b39_c7, 14099, 14099, 252446, 1.018758, 15.859054, 0.029741,543.245078
TSOPF_RS_b678_c1, 18697, 18697, 4396289, 1.880035, 149.658099, 0.092170,3052.660463
TSOPF_RS_b678_c2, 35697, 35697, 8781949, 6.686769, 84.053269, 0.177997,3157.611421
tsyl201, 20686, 20686, 1237821, 2.200214, 36.005829, 0.061027,1298.118630
tube1, 21499, 21499, 459277, 2.356995, 12.470848, 0.029347,1001.585460
tube2, 21499, 21499, 459277, 2.357270, 12.469392, 0.028406,1034.757256
turon_m, 189925, 189925, 912345, 182.543060, 0.319870, 0.068211,856.018980
usroads, 129165, 129165, 165435, 84.436638, 0.125394, 0.030051,352.326712
usroads-48, 126147, 126147, 161950, 80.543701, 0.128685, 0.028771,360.249128
vanbody, 47073, 47073, 1191985, 11.255308, 6.777872, 0.073293,1040.853157
venturiLevel3, 4026820, 4026820, 8054237, 0.000544, 947557.297777, 1.047552,492.072147
vibrobox, 12329, 12329, 177578, 0.781728, 14.538295, 0.018509,614.031833
viscorocks, 37763, 37763, 1162244, 7.253491, 10.254871, 0.073517,1011.790747
vsp_barth5_1Ksep_50in_5Kout, 32213, 32213, 101805, 5.267520, 1.236924, 0.014970,435.250085
vsp_bcsstk30_500sep_10in_1Kout, 58349, 58349, 2016578, 17.293638, 7.462917, 0.135456,952.789026
vsp_befref_fxm_2_4_air02, 14110, 14110, 98224, 1.017296, 6.179456, 0.016326,385.041145
vsp_bump2_e18_aa01_model1_crew1, 56439, 56439, 300801, 16.140722, 1.192714, 0.026208,734.556738
vsp_c-30_data_data, 11024, 11024, 62184, 0.623402, 6.383968, 0.013814,288.088948
vsp_c-60_data_cti_cs4, 85831, 85831, 241080, 37.299934, 0.413650, 0.029411,524.600158
vsp_finan512_scagr7-2c_rlfddd, 139753, 139753, 552020, 98.851608, 0.357397, 0.048765,724.483219
vsp_mod2_pgp2_slptsk, 101365, 101365, 389368, 52.009155, 0.479138, 0.039021,638.622264
vsp_model1_crew1_cr42_south31, 45102, 45102, 189976, 10.316858, 1.178505, 0.019437,625.538345
vsp_msc10848_300sep_100in_1Kout, 21997, 21997, 1221028, 2.486301, 31.430546, 0.067504,1157.646824
vsp_p0291_seymourl_iiasa, 10499, 10499, 53868, 0.566650, 6.084099, 0.016022,215.170753
vsp_sctap1-2b_and_seymourl, 40175, 40175, 140831, 8.186358, 1.101000, 0.023309,386.685884
vsp_south31_slptsk, 39669, 39669, 189914, 7.982669, 1.522611, 0.024675,492.579444
vsp_vibrobox_scagr7-2c_rlfddd, 77329, 77329, 435586, 30.289951, 0.920355, 0.034275,813.343269
vt2010, 32581, 32581, 77799, 5.389235, 0.923904, 0.016614,299.687984
wathen100, 30402, 30402, 251001, 4.699805, 3.418028, 0.021018,764.314838
wathen120, 36442, 36442, 301101, 6.741651, 2.858419, 0.022986,838.371156
web-Google, 916429, 916429, 5105039, 4247.500488, 0.076921, 0.434298,752.300931
web-NotreDame, 325730, 325730, 1497134, 536.671082, 0.178539, 0.117715,813.969419
wikipedia-20051105, 1634990, 1634990, 19753078, 13519.168945, 0.093511, 1.525165,828.892062
wikipedia-20060925, 2983495, 2983495, 37269096, 0.000781, 3054843.993379, 2.999053,795.325156
wikipedia-20061104, 3148441, 3148441, 39383235, 0.000624, 4039306.142850, 3.180451,792.506119
wikipedia-20070206, 3566908, 3566908, 45030389, 0.000640, 4503039.013756, 3.663504,786.663499
wiki-Talk, 2394386, 2394386, 5021410, 0.000678, 473717.926740, 0.608890,527.797241
windscreen, 22693, 22693, 752541, 2.637094, 18.263520, 0.068339,704.758394
wing_nodal, 10938, 10938, 75488, 0.613712, 7.872149, 0.013101,368.773818
wy2010, 86205, 86205, 213793, 37.617340, 0.363735, 0.030842,443.645972
x104, 108385, 108385, 5138004, 59.614124, 5.516013, 0.396019,830.344233
Zd_Jac2, 22836, 22836, 1642833, 2.665136, 39.450637, 0.050243,2092.647649
Zd_Jac3, 22836, 22836, 1916152, 2.667389, 45.975199, 0.056112,2185.517069
Zd_Jac6, 22836, 22836, 1711983, 2.665155, 41.110893, 0.050499,2169.676158
GitHub, 37700, 37700, 615706, 7.220112, 5.457697, 0.034371,1146.459355
artist, 50515, 50515, 1638396, 12.958921, 8.091518, 0.082618,1269.188957
ell, 203769, 203769, 672479, 210.082840, 0.204865, 0.074115,580.699461
amazon, 403394, 403394, 9068096, 823.408386, 0.704824, 0.447242,1297.639025
amazon0505, 410236, 410236, 4878874, 851.445312, 0.366727, 0.306298,1019.426688
dd, 334925, 334925, 1686092, 567.516479, 0.190144, 0.130902,824.353793
yelp, 716847, 716847, 13954819, 2599.463623, 0.343574, 0.876131,1019.377536
comamazon, 334863, 334863, 1851744, 567.306885, 0.208902, 0.160038,740.519877
IGB_small, 1000000, 1000000, 13068130, 5057.989258, 0.165354, 1.051024,795.757615
AmazonProducts, 1569960, 1569960, 264339468, 12474.018555, 1.356237, 9.573725,1767.099611
ogb, 2449029, 2449029, 126167053, 0.000634, 12744147.136452, 9.955753,811.057800
reddit, 232965, 232965, 114848857, 277.909454, 26.448640, 3.220109,2282.633077
IGB_medium, 10000000, 10000000, 129994908, 0.001190, 6988973.369530, 12.398278,671.034645
yeast, 1710902, 1710902, 5347448, 14802.885742, 0.023120, 0.511475,669.116869
blog, 88784, 88784, 4186390, 39.959095, 6.705081, 0.152627,1755.446930
