dataSet,num_nodes,num_edges,sputnik,cusparse,rode,gespmm,advisor,tcgnn,dtc
ldoor,952204,23737339,11.001062,3.569709,3.699875,5.3001,7.4749,10000000.0,4.653724670410156
lhr34,35153,764014,0.180198,0.151645,0.101862,0.1607,0.2571,0.1192,0.2078655958175659
lhr34c,35153,764014,0.181085,0.152483,0.101629,0.161,0.2569,0.1198,0.2058527916669845
lhr71,70305,1528092,0.404282,0.279443,0.220714,0.3402,0.4891,0.2125,0.4763039946556091
lhr71c,70305,1528092,0.407021,0.282166,0.222803,0.3475,0.4885,0.2127,0.4681600034236908
li,22696,1350309,0.215968,0.216163,0.166762,0.2422,0.3456,0.2633,0.2844160199165344
Long_Coup_dt0,1470153,44279572,19.10445,6.566784,6.24016,9.2939,12.1148,10000000.0,8.63208293914795
Long_Coup_dt6,1470153,44279572,19.105761,6.601974,6.241271,9.2951,12.1275,10000000.0,8.618396759033203
lowThrust_10,18261,116074,0.05712,0.047581,0.021914,0.0354,0.0512,0.0574,0.1574207991361618
lowThrust_11,18369,117002,0.059757,0.051824,0.024522,0.036,0.0521,0.0582,0.1486431956291198
lowThrust_12,18459,117423,0.05935,0.052278,0.023574,0.0361,0.0524,0.058,0.1562719941139221
lowThrust_13,18477,117580,0.058742,0.053251,0.024086,0.0363,0.0521,0.0589,0.1589663922786712
lowThrust_4,13563,84240,0.045424,0.039174,0.017158,0.0325,0.0406,0.0513,0.1722656041383743
lowThrust_5,16263,103701,0.050877,0.042534,0.019955,0.034,0.045,0.0531,0.175884798169136
lowThrust_6,16929,108376,0.055139,0.044237,0.020758,0.0349,0.0494,0.056,0.1761792004108429
lowThrust_7,17379,110607,0.055824,0.048525,0.022784,0.035,0.0502,0.0561,0.1555391997098922
lowThrust_8,17703,113139,0.058845,0.05001,0.023318,0.0358,0.0508,0.0567,0.155609592795372
lowThrust_9,18045,114806,0.05793,0.065562,0.028806,0.0355,0.0512,0.0571,0.1510432064533233
lp1,534389,1088904,1.860461,0.97697,0.726944,1.0618,1.5491,0.4736,2.2049760818481445
luxembourg_osm,114600,119666,0.380643,0.217075,0.152886,0.2195,0.3178,0.0952,0.487443208694458
m14b,214766,1679018,1.062419,0.606118,0.37281,0.593,0.9193,0.6997,1.2240703105926514
mario001,38435,114643,0.122368,0.08695,0.049514,0.0779,0.1297,0.0595,0.2013855874538421
mario002,389875,1167685,1.467507,0.955002,0.669664,0.9824,1.3247,0.5329,1.708998441696167
mark3jac040sc,18290,113435,0.064477,0.057546,0.029398,0.0328,0.0777,0.0668,0.1196095943450927
mark3jac060sc,27450,170695,0.095814,0.075891,0.043056,0.0631,0.1174,0.0849,0.1655264049768448
me2010,69519,167738,0.214694,0.144768,0.090803,0.1128,0.1951,0.1258,0.3518047928810119
memplus,17759,126150,0.074694,0.056416,0.038182,0.0373,0.0644,0.6152,0.155334398150444
mip1,66464,5209641,0.743603,0.657648,0.531779,0.9144,1.3756,10000000.0,0.448854386806488
ML_Laplace,377003,27689972,3.162192,3.727187,3.301959,5.0276,6.8745,10000000.0,2.842383861541748
mouse_gene,45102,14506196,1.9744,2.093267,1.902547,2.7188,3.7187,10000000.0,3.8794238567352295
msc10848,10849,620313,0.099542,0.106736,0.063872,0.1156,0.1677,0.2075,0.1277920007705688
msc23052,23053,588933,0.135101,0.112902,0.072922,0.1177,0.1977,0.1889,0.1857696026563644
msdoor,415864,10328399,4.013001,1.57633,1.542326,2.2462,3.2009,10000000.0,2.107907295227051
m_t1,97579,4925574,0.947072,0.706406,0.643802,0.9058,1.2792,0.5542,0.6600512266159058
mult_dcop_01,25188,193276,0.995677,0.085043,0.056896,0.0801,0.1562,30.0023,0.1659519970417022
mult_dcop_02,25188,193276,0.989994,0.084346,0.056762,0.0797,0.1594,30.0364,0.1658528000116348
mult_dcop_03,25188,193216,1.008819,0.086509,0.057491,0.08,0.1592,28.2327,0.1662016063928604
NACA0015,1039184,3114818,4.156672,2.649056,1.956496,2.757,3.5498,1.5391,4.652841567993164
nasasrb,54871,1366097,0.349574,0.226944,0.145651,0.2719,0.3842,0.1803,0.2944224178791046
nd12k,36001,7128473,1.017702,1.017056,0.637869,1.2975,1.6411,10000000.0,0.4924255907535553
nd24k,72001,14393817,2.160541,2.057651,1.316701,2.6767,3.3577,10000000.0,0.9640159606933594
nd6k,18001,3457658,0.462416,0.490854,0.306317,0.6327,0.8066,0.7366,0.29063680768013
net100,29921,1031560,0.171235,0.183267,0.133299,0.1981,0.3219,0.6258,0.3164927959442138
net125,36721,1306960,0.221997,0.221437,0.175712,0.2529,0.4048,0.7148,0.3590463995933532
net150,43521,1582360,0.27905,0.261686,0.218586,0.3122,0.497,0.7675,0.4582208096981048
net4-1,88344,1265035,0.46449,0.302278,0.258666,0.3467,0.5056,0.7653,0.6592288017272949
net50,16321,480760,0.0844,0.103379,0.056672,0.1002,0.1555,0.428,0.1623263955116272
net75,23121,756160,0.128384,0.142714,0.093382,0.1554,0.2442,0.5246,0.2768447995185852
netherlands_osm,2216689,2441238,7.502409,3.671664,2.739696,4.1701,5.5065,1.6995,8.578278541564941
nh2010,48838,117275,0.141626,0.102675,0.063501,0.0896,0.1438,0.0827,0.3159264028072357
NLR,4163764,12487976,16.721533,10.82169,8.29793,11.5391,14.4688,10000000.0,18.74260139465332
NotreDame_www,325730,929849,1.020176,0.868438,0.383171,0.4259,0.5961,0.3667,0.9665727615356444
nv2010,84539,208499,0.266858,0.168941,0.111514,0.1375,0.2365,0.1395,0.456083208322525
ohne2,181344,11063545,1.794864,1.68552,1.576502,2.1731,2.8347,10000000.0,2.410399913787842
oilpan,73753,1835470,0.49351,0.285338,0.252749,0.3915,0.5634,0.1782,0.3511520028114319
olafu,16147,515651,0.10345,0.093117,0.063245,0.096,0.1538,0.0663,0.1173215955495834
onetone2,36058,227628,0.123939,0.097507,0.055741,0.0841,0.1451,0.0827,0.1993632018566131
OPF_10000,43888,255799,0.154048,0.119386,0.069424,0.109,0.1846,0.1143,0.2283456027507782
opt1,15450,973052,0.166518,0.155587,0.10631,0.1757,0.2566,0.1682,0.1333120018243789
p2p-Gnutella31,62587,147892,0.184726,0.118794,0.08153,0.0745,0.1204,0.1115,0.2816287875175476
parabolic_fem,525826,2100225,2.290745,1.524368,1.127155,1.4994,2.0172,0.8495,2.439692974090576
patents,3774769,14970767,16.522173,11.495172,8.401495,10.9225,13.189,10000000.0,14.469247817993164
pattern1,19243,4671337,0.630982,0.661926,0.465331,0.8608,1.1527,12.2679,1.1847327947616575
pcrystk02,13966,491274,0.089747,0.089088,0.05439,0.0872,0.1422,0.0711,0.1176992058753967
pcrystk03,24697,887937,0.165523,0.149555,0.117674,0.1597,0.2546,0.1214,0.1736703962087631
pct20stif,52330,1375396,0.340912,0.228019,0.170995,0.2713,0.4071,0.3059,0.2692767977714538
pdb1HYS,36418,2190591,0.397296,0.321718,0.258851,0.3827,0.5577,0.258,0.2255647927522659
pds10,16559,83108,0.055712,0.048083,0.023782,0.033,0.0631,0.1025,0.1044896021485328
PFlow_742,742794,18940627,5.652784,2.714896,2.729306,3.8553,5.2046,10000000.0,4.049920082092285
pkustk01,22045,500712,0.120038,0.100048,0.060179,0.1036,0.1847,0.1402,0.1679776012897491
pkustk02,10801,410400,0.073405,0.075117,0.041251,0.0774,0.1199,0.153,0.1214367970824241
pkustk03,63337,1596876,0.389603,0.268045,0.22513,0.3327,0.5098,0.2467,0.4123807847499847
pkustk04,55591,2137125,0.570768,0.334621,0.265754,0.4322,0.6398,5.3445,0.4228000044822693
pkustk05,37165,1121154,0.248301,0.190746,0.130794,0.2221,0.3426,0.2463,0.2245151996612548
pkustk06,43165,1307466,0.292118,0.21944,0.155882,0.2603,0.3952,0.2471,0.2561472058296203
pkustk07,16861,1217832,0.197149,0.192032,0.12544,0.227,0.3154,0.5264,0.1725407987833023
pkustk08,22210,1624440,0.262358,0.248899,0.168032,0.2995,0.4175,0.6172,0.2799168229103088
pkustk09,33961,808800,0.198525,0.149379,0.104557,0.1595,0.2781,0.1548,0.1965087950229644
pkustk10,80677,2194830,0.520461,0.350685,0.314291,0.4537,0.6619,0.3519,0.495136022567749
pkustk11,87805,2652858,0.604717,0.427507,0.350342,0.5511,0.7812,0.4165,0.5209983587265015
pkustk12,94654,3803485,0.872448,0.588995,0.486326,0.7636,1.0999,19.1302,0.7053247690200806
pkustk13,94894,3355860,0.74663,0.527715,0.450912,0.6912,0.9267,0.7105,0.639900803565979
pkustk14,151927,7494215,1.445488,1.083213,0.93089,1.4238,1.9343,10000000.0,1.086412787437439
pli,22696,686502,0.143987,0.124435,0.082509,0.1306,0.1971,0.1345,0.1710976064205169
PR02R,161071,8185136,1.223133,1.169187,1.139027,1.4897,2.1989,10000000.0,1.1788928508758545
Pres_Poisson,14823,365313,0.085238,0.073171,0.041245,0.0693,0.1119,0.0775,0.1096256002783775
pwtk,217919,5926171,1.826967,0.863248,0.652883,1.1495,1.5079,10000000.0,1.0617344379425049
qa8fk,66128,863353,0.31048,0.192829,0.113098,0.2151,0.2857,0.2014,0.4292895793914795
qa8fm,66128,863353,0.312794,0.193251,0.11328,0.2151,0.2856,0.2023,0.4276896119117737
raefsky3,21201,1488768,0.160077,0.23104,0.151958,0.2604,0.3951,0.1278,0.1665568053722381
raefsky4,19780,674195,0.127466,0.115152,0.0804,0.1257,0.2003,0.1129,0.1453600078821182
rajat15,37262,443573,0.255574,0.124445,0.080579,0.1139,0.2191,1.2839,0.2177599966526031
rajat22,39900,197264,0.255587,0.10399,0.075046,0.101,0.1509,2.5929,0.2157504111528396
rajat26,51033,249302,0.301078,0.128285,0.086416,0.1269,0.1864,2.5842,0.2455231845378875
ramage02,16831,1441591,0.233034,0.221587,0.175104,0.2631,0.3603,0.2193,0.1595487892627716
Reuters911,13333,148038,0.108538,0.066717,0.038416,0.037,0.0783,0.7323,0.1495679914951324
rgg_n_2_15_s0,32769,160240,0.114195,0.085808,0.047994,0.0715,0.1211,0.0861,0.1817567944526672
ri2010,25182,62875,0.082563,0.060496,0.036902,0.0402,0.0786,0.0561,0.2085760086774826
rim,22561,1014951,0.17529,0.162045,0.133645,0.1833,0.291,0.1411,0.160726398229599
RM07R,381690,37464962,4.581062,5.482013,4.036269,7.3763,9.2505,10000000.0,4.09321928024292
rma10,46836,2374001,0.373504,0.351594,0.286422,0.4371,0.6127,0.2883,0.3686208128929138
roadNet-CA,1971282,2766607,7.246531,3.901504,2.674675,4.1519,5.807,2.4168,8.079046249389648
roadNet-PA,1090921,1541898,4.016851,2.157914,1.486035,2.2994,3.2075,1.3623,4.514694213867188
roadNet-TX,1393384,1921660,5.090089,2.725485,1.882678,2.9421,4.0504,1.7164,5.728489875793457
s3dkq4m2,90450,2455670,0.719293,0.368333,0.268102,0.477,0.6218,0.2124,0.5619584321975708
s3dkt3m2,90450,1921955,0.625286,0.306163,0.185264,0.4158,0.5432,0.188,0.4913631975650787
s4dkt3m2,90450,1921955,0.624845,0.305728,0.185546,0.4161,0.5431,0.1878,0.4789535999298095
Serena,1391350,32961525,17.107487,5.221478,4.451485,7.2755,9.4145,10000000.0,7.831629276275635
shermanACb,18511,145149,0.445286,0.059546,0.047242,0.0558,0.1005,6.711,0.1492576003074646
ship_001,34921,2339575,0.399891,0.344877,0.263498,0.4174,0.5883,0.3082,0.3170239925384521
ship_003,121729,4103881,0.898176,0.610755,0.55169,0.819,1.1215,0.4849,0.7474464178085327
shipsec1,140875,3977139,1.125091,0.604694,0.496499,0.823,1.0961,0.5246,0.8707424402236938
shipsec5,179861,5146478,1.537651,0.766554,0.627085,1.0562,1.3989,10000000.0,1.0252000093460083
shipsec8,114920,3384159,0.856554,0.512349,0.431411,0.6881,0.9391,0.4157,0.7155519723892212
Si10H16,17078,446500,0.093811,0.094768,0.047837,0.0938,0.1346,0.2067,0.1553471982479095
Si34H36,97570,2626974,0.61055,0.447846,0.270918,0.5871,0.7134,0.8053,0.8240927457809448
Si41Ge41H72,185640,7598452,1.457475,1.15231,0.725021,1.5711,1.9538,10000000.0,1.7492831945419312
Si5H12,19897,379247,0.097027,0.085405,0.045178,0.0853,0.1262,0.2096,0.1701119989156723
Si87H76,240370,5451000,1.486742,0.915472,0.579114,1.2449,1.5438,10000000.0,1.933955192565918
sinc15,11533,568526,0.083562,0.103907,0.065286,0.1116,0.147,0.4009,0.2321567982435226
SiO,33402,675528,0.172611,0.136806,0.073254,0.1456,0.2095,0.407,0.3081504106521606
SiO2,155332,5719417,1.130045,0.869693,0.531213,1.1677,1.5485,10000000.0,1.3617823123931885
skirt,12599,104559,0.044925,0.040934,0.018083,0.0273,0.0475,0.0364,0.1047744005918502
smallworld,100001,499998,0.404387,0.241277,0.154349,0.2332,0.3473,0.146,0.459520012140274
sme3Dc,42931,3148656,0.510288,0.531376,0.467098,0.6256,0.9547,2.594,1.2877856492996216
smt,25711,1889447,0.315078,0.276733,0.206435,0.3325,0.475,0.2637,0.2098720073699951
soc-sign-Slashdot090221,82145,549202,0.286301,0.184534,0.147382,0.175,0.2635,0.5703,0.4802656173706054
sparsine,50001,799494,0.261328,0.190666,0.137882,0.2068,0.3207,0.4694,0.4922367930412292
srb1,54925,1508538,0.354602,0.243088,0.174845,0.2939,0.4365,0.4037,0.2828288078308105
Stanford,281904,2312497,3.002691,1.170813,0.761174,1.0171,1.775,160.4198,1.9039647579193115
std1_Jac2,21983,1248731,0.189274,0.197082,0.163011,0.2461,0.3451,1.3789,0.2968960106372833
std1_Jac3,21983,1455848,0.205894,0.219882,0.193878,0.2737,0.3943,1.7971,0.2915551960468292
stokes128,49667,295938,0.173709,0.124029,0.065158,0.108,0.1778,0.0947,0.2425791919231414
stokes64,12547,74242,0.038627,0.038496,0.01543,0.0249,0.037,0.0295,0.1039967983961105
struct3,53571,613632,0.234499,0.150982,0.089722,0.1431,0.2413,0.107,0.2494751960039138
t2dah,11446,93781,0.039222,0.037366,0.016099,0.0249,0.0399,0.0261,0.1111647933721542
t2dah_a,11446,93781,0.03985,0.037229,0.016224,0.0247,0.0403,0.0264,0.1106400042772293
t2dah_e,11446,93781,0.040656,0.036931,0.016205,0.0247,0.0401,0.0263,0.1108512058854103
t3dh,79172,2215638,0.590765,0.34799,0.297856,0.4628,0.6121,0.3984,0.5702943801879883
t3dh_a,79172,2215638,0.591558,0.349235,0.297984,0.4627,0.6135,0.4001,0.5737951993942261
t3dh_e,79172,2215638,0.590118,0.347453,0.298035,0.4629,0.6129,0.3993,0.5750111937522888
t3dl,20361,265113,0.09023,0.076832,0.040899,0.0681,0.1031,0.0871,0.1414624005556106
t3dl_a,20361,265113,0.090083,0.075552,0.037434,0.068,0.1034,0.0872,0.1397919952869415
tandem_vtx,18455,135902,0.070547,0.064266,0.035331,0.0404,0.0803,0.0676,0.1320095956325531
ted_A,10606,424587,0.068832,0.079971,0.045635,0.0796,0.1246,0.0634,0.1710080057382583
ted_AB,10606,522387,0.074016,0.095888,0.052454,0.0982,0.1454,0.1042,0.1132032051682472
ted_AB_unscaled,10606,522387,0.075069,0.096106,0.05231,0.0982,0.1447,0.1028,0.1112383976578712
ted_A_unscaled,10606,424587,0.068166,0.080467,0.046275,0.0794,0.1245,0.0641,0.1718240082263946
ted_B_unscaled,10606,77592,0.039616,0.037443,0.015898,0.0308,0.042,0.0219,0.1145856007933616
thread,29737,2249892,0.364362,0.328115,0.233664,0.4085,0.5609,0.3788,0.3022463917732239
tmt_sym,726714,2903837,2.854362,1.448211,1.009424,1.5735,2.1768,0.9328,3.091395139694214
torso1,116159,8516500,1.156406,1.249165,0.754874,1.619,2.3791,10000000.0,0.7963712215423584
transient,178867,961790,3.323373,0.52137,0.389658,0.4937,0.7509,717.7802,0.9400768280029296
trdheim,22099,978711,0.185427,0.153818,0.109798,0.1666,0.2829,0.1039,0.1553248018026352
Trefethen_20000,20001,287233,0.091782,0.079731,0.044736,0.0695,0.1089,0.1253,0.1617504060268402
Trefethen_20000b,20000,287217,0.088038,0.077914,0.043072,0.0688,0.1087,0.126,0.1628895998001098
troll,213454,6099282,1.803648,0.887699,0.736698,1.2085,1.6289,10000000.0,1.1269056797027588
TSOPF_FS_b162_c1,10799,305732,0.054317,0.245005,0.031114,0.0565,0.098,0.0573,0.0945504009723663
TSOPF_FS_b162_c3,30799,904612,0.144106,0.619331,0.095962,0.1568,0.2536,0.1145,0.1521119922399521
TSOPF_FS_b162_c4,40799,1204322,0.198848,0.813773,0.134736,0.2075,0.3332,0.1509,0.1779327988624572
TSOPF_FS_b300,29215,2203949,0.245539,0.674256,0.182486,0.3709,0.5232,0.2605,0.1742080003023147
TSOPF_FS_b300_c1,29215,2203949,0.241952,0.666595,0.181958,0.3711,0.5236,0.2613,0.1789343953132629
TSOPF_FS_b300_c2,56815,4391071,0.503904,1.325027,0.386134,0.7458,1.0822,0.4061,0.3478975892066955
TSOPF_FS_b300_c3,84415,6578753,0.749811,1.983789,0.593933,1.1155,1.6055,10000000.0,0.4996543824672699
TSOPF_FS_b39_c19,76217,998359,0.290058,1.454054,0.161261,0.2066,0.3747,0.1425,0.2674400210380554
TSOPF_FS_b39_c30,120217,1575639,0.468499,0.318877,0.266429,0.3598,0.5742,0.2147,0.4894911646842956
TSOPF_FS_b39_c7,28217,368599,0.094666,0.55304,0.051008,0.0723,0.1355,0.059,0.1297983974218368
TSOPF_FS_b9_c6,14455,75801,0.039782,0.261472,0.015302,0.0248,0.0378,0.0224,0.0975072011351585
TSOPF_RS_b162_c3,15375,610299,0.088538,0.105389,0.06239,0.1054,0.1758,0.0885,0.1211295947432518
TSOPF_RS_b162_c4,20375,812749,0.12096,0.130618,0.08632,0.1401,0.24,0.1036,0.1468383967876434
TSOPF_RS_b2052_c1,25627,6761100,0.594262,0.7764,0.722262,1.1547,1.5779,10000000.0,0.3395296037197113
TSOPF_RS_b2383,38121,16171169,1.333955,1.865319,1.237392,2.8624,3.9119,10000000.0,0.6732383966445923
TSOPF_RS_b2383_c1,38121,16171169,1.332678,1.864483,1.236925,2.835,3.9158,10000000.0,0.6725727915763855
TSOPF_RS_b300_c1,14539,1474325,0.146288,0.192874,0.114765,0.2644,0.3548,0.1976,0.1325215995311737
TSOPF_RS_b300_c2,28339,2943887,0.316781,0.369629,0.241491,0.5171,0.757,0.3035,0.2034687995910644
TSOPF_RS_b300_c3,42139,4413449,0.471885,0.562534,0.372227,0.7783,1.1252,0.458,0.3630271852016449
TSOPF_RS_b39_c19,38099,684206,0.157174,0.144368,0.118522,0.15,0.2411,0.1038,0.1977600008249282
TSOPF_RS_b39_c30,60099,1079986,0.264064,0.239331,0.18751,0.2619,0.3624,0.1575,0.2945343852043152
TSOPF_RS_b39_c7,14099,252446,0.05409,0.057242,0.032787,0.0538,0.0823,0.0425,0.1030464023351669
TSOPF_RS_b678_c1,18697,4396289,0.386563,0.502886,0.331261,0.8051,1.0184,1.1622,0.2849888205528259
TSOPF_RS_b678_c2,35697,8781949,0.738109,1.025875,0.62576,1.5237,2.0169,10000000.0,0.4747392237186432
tsyl201,20686,1237821,0.204618,0.193834,0.123514,0.2215,0.3227,0.2873,0.1714272052049636
tube1,21499,459277,0.115878,0.092144,0.049981,0.09,0.1605,0.059,0.1501024067401886
tube2,21499,459277,0.112618,0.093133,0.049194,0.0926,0.1515,0.066,0.1528895944356918
turon_m,189925,912345,0.750429,0.43767,0.307386,0.4568,0.6373,0.291,0.8387647867202759
usroads,129165,165435,0.42696,0.253245,0.172106,0.2389,0.3552,0.1187,0.5551199913024902
usroads-48,126147,161950,0.419939,0.248384,0.168762,0.2343,0.3487,0.1169,0.5402079820632935
vanbody,47073,1191985,0.289363,0.20353,0.13785,0.2368,0.3557,0.168,0.2415103912353515
venturiLevel3,4026820,8054237,14.485011,7.8509,5.562368,8.4809,11.2169,10000000.0,15.95891284942627
vibrobox,12329,177578,0.054438,0.049421,0.02679,0.0419,0.0694,0.1047,0.1178143993020057
viscorocks,37763,1162244,0.227149,0.187699,0.131699,0.2174,0.3127,0.1492,0.2224096059799194
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.100269,0.085379,0.042051,0.0614,0.1078,0.0738,0.2875936031341553
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.444893,0.370362,0.328256,0.4522,0.6815,1.3768,1.00938880443573
vsp_befref_fxm_2_4_air02,14110,98224,0.044902,0.054902,0.019411,0.0301,0.0429,0.07,0.160777598619461
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.177283,0.11529,0.069971,0.1035,0.18,0.1291,0.3085855841636657
vsp_c-30_data_data,11024,62184,0.034861,0.032563,0.01263,0.0212,0.0308,0.0212,0.0940191969275474
vsp_c-60_data_cti_cs4,85831,241080,0.292099,0.161581,0.091126,0.1283,0.2006,0.8473,0.3232640027999878
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.497226,0.259328,0.180451,0.2715,0.4228,0.1982,0.6801919937133789
vsp_mod2_pgp2_slptsk,101365,389368,0.332992,0.193683,0.121664,0.1647,0.2878,0.3511,0.4605568051338196
vsp_model1_crew1_cr42_south31,45102,189976,0.129158,0.090995,0.053059,0.0809,0.1419,0.0894,0.2574656009674072
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.212022,0.215946,0.179494,0.2437,0.3424,1.1867,0.5907903909683228
vsp_p0291_seymourl_iiasa,10499,53868,0.037798,0.035296,0.015882,0.022,0.0375,0.2787,0.1340127885341644
vsp_sctap1-2b_and_seymourl,40175,140831,0.115568,0.103514,0.04856,0.0748,0.1341,0.5518,0.2542399764060974
vsp_south31_slptsk,39669,189914,0.118784,0.093875,0.04976,0.0745,0.1398,0.1053,0.2402335852384567
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.233248,0.144349,0.083357,0.1333,0.2523,0.1435,0.3684799969196319
vt2010,32581,77799,0.095923,0.078288,0.044554,0.057,0.1082,0.062,0.221027210354805
wathen100,30402,251001,0.119699,0.087539,0.050157,0.0788,0.1233,0.0625,0.1823455989360809
wathen120,36442,301101,0.136662,0.100506,0.054438,0.0859,0.144,0.0716,0.1932255923748016
web-Google,916429,5105039,3.911479,2.950874,2.092154,2.7751,4.0137,10000000.0,4.938358306884766
web-NotreDame,325730,1497134,1.121267,0.793632,0.49793,0.5603,0.7701,3.0467,1.0256352424621582
wikipedia-20051105,1634990,19753078,9.783584,7.037466,5.871517,7.403,10.7127,10000000.0,12.281657218933104
wikipedia-20060925,2983495,37269096,19.335312,14.656189,12.20432,15.1864,21.5038,10000000.0,24.02627944946289
wikipedia-20061104,3148441,39383235,20.538715,15.620256,13.002482,16.1739,22.8431,10000000.0,25.50431060791016
wikipedia-20070206,3566908,45030389,23.620716,18.101139,15.11537,18.7115,26.3317,10000000.0,29.262012481689453
wiki-Talk,2394386,5021410,11.026672,4.041808,3.331085,3.0045,2.9733,10000000.0,5.055874824523926
windscreen,22693,752541,0.136576,0.130214,0.098672,0.1351,0.2242,0.1068,0.15903040766716
wing_nodal,10938,75488,0.039536,0.04023,0.016957,0.0287,0.0426,0.0648,0.1338783949613571
wy2010,86205,213793,0.272518,0.17208,0.113258,0.1417,0.2392,0.1593,0.4229024052619934
x104,108385,5138004,0.988394,0.733002,0.721942,0.9491,1.3297,10000000.0,0.6994751691818237
Zd_Jac2,22836,1642833,0.218736,0.238669,0.206707,0.3002,0.436,1.5226,0.3125119805335998
ogb,2449029,126167053,61.042339,67.788818,61.097351,65.0445,79.1849,10000000.0,83.2747573852539
reddit,232965,114848857,17.354471,19.370295,16.185955,25.7276,34.4732,10000000.0,27.164819717407227
GitHub,37700,615706,0.57568,0.147331,0.110659,0.1476,0.2704,6.2414,0.4062240123748779
artist,50515,1638396,0.357274,0.309126,0.271648,0.3733,0.5555,1.4133,0.8258527517318726
ell,203769,672479,0.787075,0.418557,0.296531,0.4391,0.6467,0.4012,0.9853119850158693
amazon,403394,9068096,3.252726,2.423926,1.880918,2.6131,3.6274,10000000.0,4.189571380615234
amazon0505,410236,4878874,2.781648,1.905341,1.340109,1.8104,2.6005,2.9637,2.957648038864136
amazon0505,410236,4878874,2.781648,1.905341,1.340109,1.8104,2.6005,2.9637,2.963088035583496
amazon0505,410236,4878874,2.781648,1.905341,1.340109,1.8111,2.6009,2.9675,2.957648038864136
amazon0505,410236,4878874,2.781648,1.905341,1.340109,1.8111,2.6009,2.9675,2.963088035583496
dd,334925,1686092,1.449478,0.645386,0.480704,0.7432,1.0848,0.5471,1.5458111763000488
yelp,716847,13954819,5.52704,5.841402,4.374803,5.441,7.9986,10000000.0,8.881437301635742
comamazon,334863,1851744,1.562518,1.266109,0.863242,1.1684,1.6789,1.1252,1.931999921798706
IGB_small,1000000,13068130,8.468147,8.24769,6.7044,7.7963,9.6819,10000000.0,10.470144271850586
