dataSet,rows_,columns_,nonzeros_,sputnik,Sputnik_gflops,cusparse,cuSPARSE_gflops,rode,ours_gflops
helm3d01, 32227, 32227, 230335, 0.119098, 990.209019, 0.090486, 1303.306555, 0.049062, 2403.704618
hi2010, 25017, 25017, 62063, 0.076227, 416.862432, 0.061728, 514.778636, 0.034541, 919.962962
hollywood-2009, 1139906, 1139906, 57515616, 17.730494, 1660.867248, 9.713415, 3031.683101, 8.804765, 3344.552282
hood, 220543, 220543, 5494489, 1.671155, 1683.373528, 0.843392, 3335.552625, 0.828666, 3394.829276
Hook_1498, 1498024, 1498024, 31207734, 16.594845, 962.850856, 4.888041, 3268.867336, 3.687315, 4333.331492
HTC_336_4438, 226341, 226341, 565431, 0.838835, 345.122210, 0.519053, 557.748030, 0.385030, 751.890449
HTC_336_9129, 226341, 226341, 554881, 0.838045, 339.002235, 0.519107, 547.284015, 0.384614, 738.659486
human_gene1, 22284, 22284, 12345963, 1.523536, 4148.988272, 1.712864, 3690.388346, 1.460845, 4327.039425
human_gene2, 14341, 14341, 9041364, 1.069322, 4329.079510, 1.228323, 3768.697414, 1.005638, 4603.223513
ibm_matrix_2, 51449, 51449, 1056610, 0.446435, 1211.786849, 0.199520, 2711.428978, 0.106336, 5087.499363
igbt3, 10939, 10939, 234006, 0.058035, 2064.455197, 0.054989, 2178.826757, 0.030403, 3940.738897
in-2004, 1382909, 1382909, 16917053, 6.399149, 1353.544232, 3.179350, 2724.308381, 2.821453, 3069.883502
inlet, 11731, 11731, 328323, 0.067882, 2476.390818, 0.066509, 2527.505782, 0.037968, 4427.448709
inline_1, 503713, 503713, 18660027, 6.647174, 1437.292558, 2.735546, 3492.514997, 2.640007, 3618.905490
jan99jac120sc, 41375, 41375, 260202, 0.146397, 910.015933, 0.112150, 1187.899731, 0.063635, 2093.549222
juba40k, 40338, 40338, 144945, 0.130323, 569.444601, 0.095581, 776.430426, 0.058003, 1279.443913
k3plates, 11108, 11108, 378927, 0.065366, 2968.048204, 0.070125, 2766.647844, 0.042918, 4520.453433
kim1, 38416, 38416, 933195, 0.219968, 2172.115128, 0.186230, 2565.616823, 0.093971, 5084.492335
kkt_power, 2063495, 2063495, 8130343, 8.675296, 479.837876, 4.713716, 883.111367, 3.456266, 1204.402685
kron_g500-logn16, 65537, 65537, 2456398, 0.862694, 1457.846296, 0.386157, 3256.904409, 0.360035, 3493.202217
kron_g500-logn17, 131073, 131073, 5114375, 2.107565, 1242.457684, 0.814122, 3216.423579, 0.767341, 3412.512392
kron_g500-logn18, 262145, 262145, 10583222, 3.234102, 1675.460219, 1.715120, 3159.318224, 1.637958, 3308.148654
kron_g500-logn19, 524289, 524289, 21781478, 6.965040, 1601.156205, 3.832099, 2910.184809, 3.567926, 3125.657725
kron_g500-logn20, 1048577, 1048577, 44620272, 11.960169, 1910.138464, 9.476435, 2410.777792, 7.964006, 2868.603959
laminar_duct3D, 67174, 67174, 3833077, 0.550122, 3567.457535, 0.622182, 3154.276577, 0.412890, 4753.172063
language, 399131, 399131, 1216334, 1.823027, 341.609274, 0.954010, 652.784825, 0.687846, 905.380893
largebasis, 440021, 440021, 5560100, 2.302166, 1236.561893, 1.527811, 1863.300337, 1.143981, 2488.478152
ldoor, 952204, 952204, 23737339, 11.001062, 1104.758496, 3.569709, 3404.624527, 3.699875, 3284.845222
lhr34, 35153, 35153, 764014, 0.180198, 2170.802728, 0.151645, 2579.548805, 0.101862, 3840.231410
lhr34c, 35153, 35153, 764014, 0.181085, 2160.176716, 0.152483, 2565.365662, 0.101629, 3849.058060
lhr71, 70305, 70305, 1528092, 0.404282, 1935.242842, 0.279443, 2799.793035, 0.220714, 3544.788966
lhr71c, 70305, 70305, 1528092, 0.407021, 1922.218938, 0.282166, 2772.771945, 0.222803, 3511.543212
li, 22696, 22696, 1350309, 0.215968, 3201.206861, 0.216163, 3198.315849, 0.166762, 4145.787783
Long_Coup_dt0, 1470153, 1470153, 44279572, 19.104450, 1186.694183, 6.566784, 3452.396362, 6.240160, 3633.102502
Long_Coup_dt6, 1470153, 1470153, 44279572, 19.105761, 1186.612866, 6.601974, 3433.994013, 6.241271, 3632.456093
lowThrust_10, 18261, 18261, 116074, 0.057120, 1040.439192, 0.047581, 1249.030884, 0.021914, 2712.009350
lowThrust_11, 18369, 18369, 117002, 0.059757, 1002.480495, 0.051824, 1155.932134, 0.024522, 2442.949265
lowThrust_12, 18459, 18459, 117423, 0.059350, 1012.976742, 0.052278, 1150.007969, 0.023574, 2550.248411
lowThrust_13, 18477, 18477, 117580, 0.058742, 1024.829800, 0.053251, 1130.508964, 0.024086, 2499.375646
lowThrust_4, 13563, 13563, 84240, 0.045424, 949.517448, 0.039174, 1100.996603, 0.017158, 2513.688992
lowThrust_5, 16263, 16263, 103701, 0.050877, 1043.597665, 0.042534, 1248.281702, 0.019955, 2660.705586
lowThrust_6, 16929, 16929, 108376, 0.055139, 1006.335059, 0.044237, 1254.351850, 0.020758, 2673.063131
lowThrust_7, 17379, 17379, 110607, 0.055824, 1014.452285, 0.048525, 1167.048274, 0.022784, 2485.550493
lowThrust_8, 17703, 17703, 113139, 0.058845, 984.405915, 0.050010, 1158.320909, 0.023318, 2484.182846
lowThrust_9, 18045, 18045, 114806, 0.057930, 1014.691500, 0.065562, 896.571672, 0.028806, 2040.542081
lp1, 534389, 534389, 1088904, 1.860461, 299.667067, 0.976970, 570.661395, 0.726944, 766.935052
luxembourg_osm, 114600, 114600, 119666, 0.380643, 160.961740, 0.217075, 282.247768, 0.152886, 400.748470
m14b, 214766, 214766, 1679018, 1.062419, 809.150660, 0.606118, 1418.299174, 0.372810, 2305.888084
mario001, 38435, 38435, 114643, 0.122368, 479.677817, 0.086950, 675.065528, 0.049514, 1185.476654
mario002, 389875, 389875, 1167685, 1.467507, 407.394752, 0.955002, 626.024810, 0.669664, 892.768192
mark3jac040sc, 18290, 18290, 113435, 0.064477, 900.769269, 0.057546, 1009.264264, 0.029398, 1975.574208
mark3jac060sc, 27450, 27450, 170695, 0.095814, 912.136789, 0.075891, 1151.593820, 0.043056, 2029.817946
me2010, 69519, 69519, 167738, 0.214694, 400.019070, 0.144768, 593.237844, 0.090803, 945.802086
memplus, 17759, 17759, 126150, 0.074694, 864.707383, 0.056416, 1144.866726, 0.038182, 1691.585711
mip1, 66464, 66464, 5209641, 0.743603, 3587.042467, 0.657648, 4055.872181, 0.531779, 5015.871668
ML_Laplace, 377003, 377003, 27689972, 3.162192, 4483.366547, 3.727187, 3803.743773, 3.301959, 4293.592973
mouse_gene, 45102, 45102, 14506196, 1.974400, 3761.736501, 2.093267, 3548.124279, 1.902547, 3903.804385
msc10848, 10849, 10849, 620313, 0.099542, 3190.602846, 0.106736, 2975.568159, 0.063872, 4972.449085
msc23052, 23053, 23053, 588933, 0.135101, 2231.916341, 0.112902, 2670.746488, 0.072922, 4135.039610
msdoor, 415864, 415864, 10328399, 4.013001, 1317.751841, 1.576330, 3354.717342, 1.542326, 3428.677900
m_t1, 97579, 97579, 4925574, 0.947072, 2662.832193, 0.706406, 3570.032603, 0.643802, 3917.191123
mult_dcop_01, 25188, 25188, 193276, 0.995677, 99.386981, 0.085043, 1163.612311, 0.056896, 1739.266558
mult_dcop_02, 25188, 25188, 193276, 0.989994, 99.957530, 0.084346, 1173.236250, 0.056762, 1743.384867
mult_dcop_03, 25188, 25188, 193216, 1.008819, 98.061766, 0.086509, 1143.543704, 0.057491, 1720.725781
NACA0015, 1039184, 1039184, 3114818, 4.156672, 383.669159, 2.649056, 602.020789, 1.956496, 815.123965
nasasrb, 54871, 54871, 1366097, 0.349574, 2000.837779, 0.226944, 3082.001215, 0.145651, 4802.168992
nd12k, 36001, 36001, 7128473, 1.017702, 3586.292237, 1.017056, 3588.571542, 0.637869, 5721.832228
nd24k, 72001, 72001, 14393817, 2.160541, 3411.013762, 2.057651, 3581.576180, 1.316701, 5597.045343
nd6k, 18001, 18001, 3457658, 0.462416, 3828.416334, 0.490854, 3606.610989, 0.306317, 5779.378956
net100, 29921, 29921, 1031560, 0.171235, 3084.405008, 0.183267, 2881.905327, 0.133299, 3962.204850
net125, 36721, 36721, 1306960, 0.221997, 3014.293430, 0.221437, 3021.916358, 0.175712, 3808.297185
net150, 43521, 43521, 1582360, 0.279050, 2903.312844, 0.261686, 3095.951225, 0.218586, 3706.411957
net4-1, 88344, 88344, 1265035, 0.464490, 1394.429317, 0.302278, 2142.719828, 0.258666, 2503.997039
net50, 16321, 16321, 480760, 0.084400, 2916.458830, 0.103379, 2381.031344, 0.056672, 4343.399142
net75, 23121, 23121, 756160, 0.128384, 3015.593359, 0.142714, 2712.803370, 0.093382, 4145.898144
netherlands_osm, 2216689, 2216689, 2441238, 7.502409, 166.601660, 3.671664, 340.421629, 2.739696, 456.223569
nh2010, 48838, 48838, 117275, 0.141626, 423.968563, 0.102675, 584.803344, 0.063501, 945.575522
NLR, 4163764, 4163764, 12487976, 16.721533, 382.371858, 10.821690, 590.835992, 8.297930, 770.534843
NotreDame_www, 325730, 325730, 929849, 1.020176, 466.667197, 0.868438, 548.205456, 0.383171, 1242.480351
nv2010, 84539, 84539, 208499, 0.266858, 400.031657, 0.168941, 631.886978, 0.111514, 957.295661
ohne2, 181344, 181344, 11063545, 1.794864, 3155.968798, 1.685520, 3360.704769, 1.576502, 3593.102664
oilpan, 73753, 73753, 1835470, 0.493510, 1904.236791, 0.285338, 3293.504498, 0.252749, 3718.160650
olafu, 16147, 16147, 515651, 0.103450, 2552.096140, 0.093117, 2835.291874, 0.063245, 4174.466591
onetone2, 36058, 36058, 227628, 0.123939, 940.344395, 0.097507, 1195.250534, 0.055741, 2090.848018
OPF_10000, 43888, 43888, 255799, 0.154048, 850.183621, 0.119386, 1097.025838, 0.069424, 1886.510326
opt1, 15450, 15450, 973052, 0.166518, 2991.877280, 0.155587, 3202.079835, 0.106310, 4686.301701
p2p-Gnutella31, 62587, 62587, 147892, 0.184726, 409.907311, 0.118794, 637.414030, 0.081530, 928.751086
parabolic_fem, 525826, 525826, 2100225, 2.290745, 469.417130, 1.524368, 705.417065, 1.127155, 954.008101
patents, 3774769, 3774769, 14970767, 16.522173, 463.924020, 11.495172, 666.804562, 8.401495, 912.341562
pattern1, 19243, 19243, 4671337, 0.630982, 3790.477433, 0.661926, 3613.278604, 0.465331, 5139.832528
pcrystk02, 13966, 13966, 491274, 0.089747, 2802.675530, 0.089088, 2823.413829, 0.054390, 4624.571340
pcrystk03, 24697, 24697, 887937, 0.165523, 2746.586321, 0.149555, 3039.839210, 0.117674, 3863.430243
pct20stif, 52330, 52330, 1375396, 0.340912, 2065.643729, 0.228019, 3088.348628, 0.170995, 4118.260357
pdb1HYS, 36418, 36418, 2190591, 0.397296, 2823.040235, 0.321718, 3486.224502, 0.258851, 4332.924152
pds10, 16559, 16559, 83108, 0.055712, 763.772510, 0.048083, 884.951398, 0.023782, 1789.192733
PFlow_742, 742794, 742794, 18940627, 5.652784, 1715.544249, 2.714896, 3571.997227, 2.729306, 3553.138516
pkustk01, 22045, 22045, 500712, 0.120038, 2135.687743, 0.100048, 2562.415338, 0.060179, 4260.019299
pkustk02, 10801, 10801, 410400, 0.073405, 2862.548463, 0.075117, 2797.307613, 0.041251, 5093.786309
pkustk03, 63337, 63337, 1596876, 0.389603, 2098.546655, 0.268045, 3050.238226, 0.225130, 3631.688131
pkustk04, 55591, 55591, 2137125, 0.570768, 1917.080069, 0.334621, 3269.993882, 0.265754, 4117.377856
pkustk05, 37165, 37165, 1121154, 0.248301, 2311.836568, 0.190746, 3009.405385, 0.130794, 4388.829947
pkustk06, 43165, 43165, 1307466, 0.292118, 2291.613872, 0.219440, 3050.595015, 0.155882, 4294.429945
pkustk07, 16861, 16861, 1217832, 0.197149, 3162.737913, 0.192032, 3247.010774, 0.125440, 4970.742798
pkustk08, 22210, 22210, 1624440, 0.262358, 3170.141569, 0.248899, 3341.566739, 0.168032, 4949.731408
pkustk09, 33961, 33961, 808800, 0.198525, 2085.913731, 0.149379, 2772.177011, 0.104557, 3960.580318
pkustk10, 80677, 80677, 2194830, 0.520461, 2159.150061, 0.350685, 3204.452913, 0.314291, 3575.515292
pkustk11, 87805, 87805, 2652858, 0.604717, 2246.114786, 0.427507, 3177.170501, 0.350342, 3876.959579
pkustk12, 94654, 94654, 3803485, 0.872448, 2232.092219, 0.588995, 3306.282054, 0.486326, 4004.274262
pkustk13, 94894, 94894, 3355860, 0.746630, 2301.272973, 0.527715, 3255.923460, 0.450912, 3810.500330
pkustk14, 151927, 151927, 7494215, 1.445488, 2654.493253, 1.083213, 3542.275564, 0.930890, 4121.904524
pli, 22696, 22696, 686502, 0.143987, 2441.112943, 0.124435, 2824.675243, 0.082509, 4260.018492
PR02R, 161071, 161071, 8185136, 1.223133, 3426.275240, 1.169187, 3584.361649, 1.139027, 3679.270855
Pres_Poisson, 14823, 14823, 365313, 0.085238, 2194.319254, 0.073171, 2556.200529, 0.041245, 4534.881027
pwtk, 217919, 217919, 5926171, 1.826967, 1660.785565, 0.863248, 3514.864406, 0.652883, 4647.384970
qa8fk, 66128, 66128, 863353, 0.310480, 1423.720491, 0.192829, 2292.379250, 0.113098, 3908.453857
qa8fm, 66128, 66128, 863353, 0.312794, 1413.189886, 0.193251, 2287.368594, 0.113280, 3902.160510
raefsky3, 21201, 21201, 1488768, 0.160077, 4761.772038, 0.231040, 3299.208851, 0.151958, 5016.170517
raefsky4, 19780, 19780, 674195, 0.127466, 2708.086138, 0.115152, 2997.671216, 0.080400, 4293.380988
rajat15, 37262, 37262, 443573, 0.255574, 888.623360, 0.124445, 1824.980921, 0.080579, 2818.461629
rajat22, 39900, 39900, 197264, 0.255587, 395.165210, 0.103990, 971.235500, 0.075046, 1345.822918
rajat26, 51033, 51033, 249302, 0.301078, 423.951462, 0.128285, 994.994138, 0.086416, 1477.071651
ramage02, 16831, 16831, 1441591, 0.233034, 3167.331073, 0.221587, 3330.944096, 0.175104, 4215.178406
Reuters911, 13333, 13333, 148038, 0.108538, 698.333613, 0.066717, 1136.077474, 0.038416, 1973.017848
rgg_n_2_15_s0, 32769, 32769, 160240, 0.114195, 718.444184, 0.085808, 956.121541, 0.047994, 1709.454581
ri2010, 25182, 25182, 62875, 0.082563, 389.907379, 0.060496, 532.134335, 0.036902, 872.355165
rim, 22561, 22561, 1014951, 0.175290, 2964.550814, 0.162045, 3206.859548, 0.133645, 3888.328837
RM07R, 381690, 381690, 37464962, 4.581062, 4187.251606, 5.482013, 3499.090709, 4.036269, 4752.424174
rma10, 46836, 46836, 2374001, 0.373504, 3254.285171, 0.351594, 3457.083824, 0.286422, 4243.692289
roadNet-CA, 1971282, 1971282, 5533206, 7.246531, 390.945889, 3.901504, 726.130583, 2.674675, 1059.194587
roadNet-PA, 1090921, 1090921, 3083788, 4.016851, 393.068958, 2.157914, 731.678721, 1.486035, 1062.491321
roadNet-TX, 1393384, 1393384, 3843312, 5.090089, 386.589622, 2.725485, 721.991078, 1.882678, 1045.200141
s3dkq4m2, 90450, 90450, 2455670, 0.719293, 1747.971158, 0.368333, 3413.497439, 0.268102, 4689.637262
s3dkt3m2, 90450, 90450, 1921955, 0.625286, 1573.744413, 0.306163, 3214.106027, 0.185264, 5311.560490
s4dkt3m2, 90450, 90450, 1921955, 0.624845, 1574.856631, 0.305728, 3218.681114, 0.185546, 5303.499317
Serena, 1391350, 1391350, 32961525, 17.107487, 986.486228, 5.221478, 3232.092508, 4.451485, 3791.162278
shermanACb, 18511, 18511, 145149, 0.445286, 166.895475, 0.059546, 1248.056741, 0.047242, 1573.111111
ship_001, 34921, 34921, 2339575, 0.399891, 2995.470696, 0.344877, 3473.305350, 0.263498, 4546.008923
ship_003, 121729, 121729, 4103881, 0.898176, 2339.393466, 0.610755, 3440.309725, 0.551690, 3808.640147
shipsec1, 140875, 140875, 3977139, 1.125091, 1809.893474, 0.604694, 3367.478052, 0.496499, 4101.306002
shipsec5, 179861, 179861, 5146478, 1.537651, 1713.650540, 0.766554, 3437.459248, 0.627085, 4201.978458
shipsec8, 114920, 114920, 3384159, 0.856554, 2022.861733, 0.512349, 3381.855145, 0.431411, 4016.329046
Si10H16, 17078, 17078, 446500, 0.093811, 2436.894475, 0.094768, 2412.291078, 0.047837, 4778.914837
Si34H36, 97570, 97570, 2626974, 0.610550, 2202.947832, 0.447846, 3003.285613, 0.270918, 4964.634082
Si41Ge41H72, 185640, 185640, 7598452, 1.457475, 2669.278670, 1.152310, 3376.180169, 0.725021, 5365.925332
Si5H12, 19897, 19897, 379247, 0.097027, 2001.237417, 0.085405, 2273.577842, 0.045178, 4298.025236
Si87H76, 240370, 240370, 5451000, 1.486742, 1877.199438, 0.915472, 3048.604334, 0.579114, 4819.282611
sinc15, 11533, 11533, 568526, 0.083562, 3483.481822, 0.103907, 2801.396840, 0.065286, 4458.590475
SiO, 33402, 33402, 675528, 0.172611, 2003.753722, 0.136806, 2528.173568, 0.073254, 4721.495687
SiO2, 155332, 155332, 5719417, 1.130045, 2591.349826, 0.869693, 3367.098699, 0.531213, 5512.558182
skirt, 12599, 12599, 104559, 0.044925, 1191.640467, 0.040934, 1307.804917, 0.018083, 2960.438884
smallworld, 100001, 100001, 499998, 0.404387, 633.054121, 0.241277, 1061.017835, 0.154349, 1658.574422
sme3Dc, 42931, 42931, 3148656, 0.510288, 3159.219640, 0.531376, 3033.844079, 0.467098, 3451.338256
smt, 25711, 25711, 1889447, 0.315078, 3070.336968, 0.276733, 3495.779523, 0.206435, 4686.201032
soc-sign-Slashdot090221, 82145, 82145, 549202, 0.286301, 982.153811, 0.184534, 1523.788692, 0.147382, 1907.903653
sparsine, 50001, 50001, 799494, 0.261328, 1566.387524, 0.190666, 2146.904959, 0.137882, 2968.785722
srb1, 54925, 54925, 1508538, 0.354602, 2178.138680, 0.243088, 3177.332628, 0.174845, 4417.468805
Stanford, 281904, 281904, 2312497, 3.002691, 394.312421, 1.170813, 1011.261977, 0.761174, 1555.489091
std1_Jac2, 21983, 21983, 1248731, 0.189274, 3377.915812, 0.197082, 3244.089082, 0.163011, 3922.124686
std1_Jac3, 21983, 21983, 1455848, 0.205894, 3620.274183, 0.219882, 3389.979677, 0.193878, 3844.647855
stokes128, 49667, 49667, 295938, 0.173709, 872.265879, 0.124029, 1221.653791, 0.065158, 2325.413902
stokes64, 12547, 12547, 74242, 0.038627, 984.070880, 0.038496, 987.424782, 0.015430, 2463.442591
struct3, 53571, 53571, 613632, 0.234499, 1339.789621, 0.150982, 2080.901987, 0.089722, 3501.716156
t2dah, 11446, 11446, 93781, 0.039222, 1224.195111, 0.037366, 1285.001313, 0.016099, 2982.500561
t2dah_a, 11446, 11446, 93781, 0.039850, 1204.927321, 0.037229, 1289.750770, 0.016224, 2959.558211
t2dah_e, 11446, 11446, 93781, 0.040656, 1181.027931, 0.036931, 1300.143876, 0.016205, 2963.064824
t3dh, 79172, 79172, 2215638, 0.590765, 1920.233974, 0.347990, 3259.879229, 0.297856, 3808.574167
t3dh_a, 79172, 79172, 2215638, 0.591558, 1917.657900, 0.349235, 3248.259778, 0.297984, 3806.938093
t3dh_e, 79172, 79172, 2215638, 0.590118, 1922.337348, 0.347453, 3264.922982, 0.298035, 3806.284240
t3dl, 20361, 20361, 265113, 0.090230, 1504.347281, 0.076832, 1766.683826, 0.040899, 3318.838963
t3dl_a, 20361, 20361, 265113, 0.090083, 1506.805446, 0.075552, 1796.615027, 0.037434, 3626.096727
tandem_vtx, 18455, 18455, 135902, 0.070547, 986.315895, 0.064266, 1082.722653, 0.035331, 1969.415893
ted_A, 10606, 10606, 424587, 0.068832, 3158.248343, 0.079971, 2718.335393, 0.045635, 4763.615502
ted_AB, 10606, 10606, 522387, 0.074016, 3613.572041, 0.095888, 2789.318183, 0.052454, 5098.945821
ted_AB_unscaled, 10606, 10606, 522387, 0.075069, 3562.893481, 0.096106, 2783.002714, 0.052310, 5112.982081
ted_A_unscaled, 10606, 10606, 424587, 0.068166, 3189.086517, 0.080467, 2701.579566, 0.046275, 4697.733067
ted_B_unscaled, 10606, 10606, 77592, 0.039616, 1002.804507, 0.037443, 1060.996503, 0.015898, 2498.937143
thread, 29737, 29737, 2249892, 0.364362, 3161.542589, 0.328115, 3510.793467, 0.233664, 4929.919725
tmt_sym, 726714, 726714, 2903837, 2.854362, 520.874643, 1.448211, 1026.621360, 1.009424, 1472.884057
torso1, 116159, 116159, 8516500, 1.156406, 3770.688220, 1.249165, 3490.690818, 0.754874, 5776.394810
transient, 178867, 178867, 961790, 3.323373, 148.173717, 0.521370, 944.505548, 0.389658, 1263.767187
trdheim, 22099, 22099, 978711, 0.185427, 2702.408438, 0.153818, 3257.754973, 0.109798, 4563.819254
Trefethen_20000, 20001, 20001, 287233, 0.091782, 1602.303936, 0.079731, 1844.488633, 0.044736, 3287.359019
Trefethen_20000b, 20000, 20000, 287217, 0.088038, 1670.351793, 0.077914, 1887.412513, 0.043072, 3414.169379
troll, 213454, 213454, 6099282, 1.803648, 1731.397918, 0.887699, 3517.894693, 0.736698, 4238.961109
TSOPF_FS_b162_c1, 10799, 10799, 305732, 0.054317, 2881.885192, 0.245005, 638.904976, 0.031114, 5031.072596
TSOPF_FS_b162_c3, 30799, 30799, 904612, 0.144106, 3214.041229, 0.619331, 747.841109, 0.095962, 4826.527917
TSOPF_FS_b162_c4, 40799, 40799, 1204322, 0.198848, 3100.925696, 0.813773, 757.721177, 0.134736, 4576.452152
TSOPF_FS_b300, 29215, 29215, 2203949, 0.245539, 4595.689574, 0.674256, 1673.580811, 0.182486, 6183.594336
TSOPF_FS_b300_c1, 29215, 29215, 2203949, 0.241952, 4663.825610, 0.666595, 1692.814249, 0.181958, 6201.537717
TSOPF_FS_b300_c2, 56815, 56815, 4391071, 0.503904, 4461.620294, 1.325027, 1696.741309, 0.386134, 5822.398352
TSOPF_FS_b300_c3, 84415, 84415, 6578753, 0.749811, 4492.226104, 1.983789, 1697.923395, 0.593933, 5671.216384
TSOPF_FS_b39_c19, 76217, 76217, 998359, 0.290058, 1762.269935, 1.454054, 351.541059, 0.161261, 3169.771091
TSOPF_FS_b39_c30, 120217, 120217, 1575639, 0.468499, 1721.939325, 0.318877, 2529.902429, 0.266429, 3027.927742
TSOPF_FS_b39_c7, 28217, 28217, 368599, 0.094666, 1993.572008, 0.553040, 341.246013, 0.051008, 3699.864638
TSOPF_FS_b9_c6, 14455, 14455, 75801, 0.039782, 975.559872, 0.261472, 148.429317, 0.015302, 2536.210742
TSOPF_RS_b162_c3, 15375, 15375, 610299, 0.088538, 3529.270008, 0.105389, 2964.955469, 0.062390, 5008.352136
TSOPF_RS_b162_c4, 20375, 20375, 812749, 0.120960, 3440.207488, 0.130618, 3185.845589, 0.086320, 4820.753982
TSOPF_RS_b2052_c1, 25627, 25627, 6761100, 0.594262, 5825.176128, 0.776400, 4458.633729, 0.722262, 4792.833302
TSOPF_RS_b2383, 38121, 38121, 16171169, 1.333955, 6206.834063, 1.865319, 4438.726457, 1.237392, 6691.200713
TSOPF_RS_b2383_c1, 38121, 38121, 16171169, 1.332678, 6212.780551, 1.864483, 4440.714862, 1.236925, 6693.728080
TSOPF_RS_b300_c1, 14539, 14539, 1474325, 0.146288, 5160.056820, 0.192874, 3913.725939, 0.114765, 6577.403657
TSOPF_RS_b300_c2, 28339, 28339, 2943887, 0.316781, 4758.085457, 0.369629, 4077.793991, 0.241491, 6241.511712
TSOPF_RS_b300_c3, 42139, 42139, 4413449, 0.471885, 4788.638622, 0.562534, 4016.973839, 0.372227, 6070.716855
TSOPF_RS_b39_c19, 38099, 38099, 684206, 0.157174, 2228.820214, 0.144368, 2426.531228, 0.118522, 2955.693197
TSOPF_RS_b39_c30, 60099, 60099, 1079986, 0.264064, 2094.010648, 0.239331, 2310.408493, 0.187510, 2948.918282
TSOPF_RS_b39_c7, 14099, 14099, 252446, 0.054090, 2389.597120, 0.057242, 2258.014282, 0.032787, 3942.158794
TSOPF_RS_b678_c1, 18697, 18697, 4396289, 0.386563, 5822.851049, 0.502886, 4475.961191, 0.331261, 6794.948166
TSOPF_RS_b678_c2, 35697, 35697, 8781949, 0.738109, 6091.727970, 1.025875, 4382.948282, 0.625760, 7185.435326
tsyl201, 20686, 20686, 1237821, 0.204618, 3097.311108, 0.193834, 3269.630999, 0.123514, 5131.129977
tube1, 21499, 21499, 459277, 0.115878, 2029.280846, 0.092144, 2551.981927, 0.049981, 4704.802998
tube2, 21499, 21499, 459277, 0.112618, 2088.037963, 0.093133, 2524.887304, 0.049194, 4780.089785
turon_m, 189925, 189925, 912345, 0.750429, 622.471616, 0.437670, 1067.288574, 0.307386, 1519.656817
usroads, 129165, 129165, 165435, 0.426960, 198.385614, 0.253245, 334.469723, 0.172106, 492.155518
usroads-48, 126147, 126147, 161950, 0.419939, 197.453353, 0.248384, 333.831488, 0.168762, 491.334524
vanbody, 47073, 47073, 1191985, 0.289363, 2109.101412, 0.203530, 2998.563015, 0.137850, 4427.262012
venturiLevel3, 4026820, 4026820, 8054237, 14.485011, 284.692173, 7.850900, 525.260748, 5.562368, 741.369384
vibrobox, 12329, 12329, 177578, 0.054438, 1670.143420, 0.049421, 1839.709890, 0.026790, 3393.750428
viscorocks, 37763, 37763, 1162244, 0.227149, 2619.731827, 0.187699, 3170.332809, 0.131699, 4518.394249
vsp_barth5_1Ksep_50in_5Kout, 32213, 32213, 101805, 0.100269, 519.844233, 0.085379, 610.501847, 0.042051, 1239.540397
vsp_bcsstk30_500sep_10in_1Kout, 58349, 58349, 2016578, 0.444893, 2320.756740, 0.370362, 2787.783514, 0.328256, 3145.374042
vsp_befref_fxm_2_4_air02, 14110, 14110, 98224, 0.044902, 1120.000020, 0.054902, 916.001656, 0.019411, 2590.807743
vsp_bump2_e18_aa01_model1_crew1, 56439, 56439, 300801, 0.177283, 868.723652, 0.115290, 1335.854281, 0.069971, 2201.050100
vsp_c-30_data_data, 11024, 11024, 62184, 0.034861, 913.295426, 0.032563, 977.735831, 0.012630, 2520.760059
vsp_c-60_data_cti_cs4, 85831, 85831, 241080, 0.292099, 422.572073, 0.161581, 763.908578, 0.091126, 1354.524701
vsp_finan512_scagr7-2c_rlfddd, 139753, 139753, 552020, 0.497226, 568.422522, 0.259328, 1089.871636, 0.180451, 1566.264099
vsp_mod2_pgp2_slptsk, 101365, 101365, 389368, 0.332992, 598.682289, 0.193683, 1029.291240, 0.121664, 1638.581805
vsp_model1_crew1_cr42_south31, 45102, 45102, 189976, 0.129158, 753.088540, 0.090995, 1068.932357, 0.053059, 1833.192124
vsp_msc10848_300sep_100in_1Kout, 21997, 21997, 1221028, 0.212022, 2948.586264, 0.215946, 2895.017689, 0.179494, 3482.929380
vsp_p0291_seymourl_iiasa, 10499, 10499, 53868, 0.037798, 729.671545, 0.035296, 781.403466, 0.015882, 1736.627096
vsp_sctap1-2b_and_seymourl, 40175, 40175, 140831, 0.115568, 623.922502, 0.103514, 696.579706, 0.048560, 1484.873822
vsp_south31_slptsk, 39669, 39669, 189914, 0.118784, 818.594838, 0.093875, 1035.800387, 0.049760, 1954.099078
vsp_vibrobox_scagr7-2c_rlfddd, 77329, 77329, 435586, 0.233248, 956.149834, 0.144349, 1545.007868, 0.083357, 2675.487041
vt2010, 32581, 32581, 77799, 0.095923, 415.260220, 0.078288, 508.801957, 0.044554, 894.048721
wathen100, 30402, 30402, 251001, 0.119699, 1073.628794, 0.087539, 1468.056700, 0.050157, 2562.215034
wathen120, 36442, 36442, 301101, 0.136662, 1128.062380, 0.100506, 1533.881778, 0.054438, 2831.892768
web-Google, 916429, 916429, 5105039, 3.911479, 668.233257, 2.950874, 885.764812, 2.092154, 1249.325112
